Informe de alerta de HP SiteScope - Tabla
"Monitor","Tipo","Estado","Mensaje","Fecha","Grupo",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\Memoria IMSSEX16MB23' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\Memoria IMSSEX16MB23' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\Ping PRD IMSSEX16MB23' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\Ping PRD IMSSEX16MB23' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\FileSystem IMSSEX16MB23' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\FileSystem IMSSEX16MB23' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\SysUptime IMSSEX16MB23' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\SysUptime IMSSEX16MB23' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\CPU IMSSEX16MB23' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\CPU IMSSEX16MB23' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\Ping BKUP IMSSEX16MB23' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB23\Ping BKUP IMSSEX16MB23' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\FileSystem IMSSEX16MB21\FileSystem IMSSEX16MB21' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\FileSystem IMSSEX16MB21\FileSystem IMSSEX16MB21' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\Memoria IMSSEX16MB21' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\Memoria IMSSEX16MB21' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\Ping PRD IMSSEX16MB21' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\Ping PRD IMSSEX16MB21' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\FileSystem IMSSEX16MB21' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\FileSystem IMSSEX16MB21' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\SysUptime IMSSEX16MB21' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\SysUptime IMSSEX16MB21' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\CPU IMSSEX16MB21' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\CPU IMSSEX16MB21' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\Ping BKUP IMSSEX16MB21' update: '_timedDisable' updated from '22:00:00 03/12/2022;23:00:00 03/12/2022' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB21\Ping BKUP IMSSEX16MB21' update: '_disabledDescription' updated from 'WO0000010841814 IMSS SILVIA MARLENE BISTRAIN' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\FileSystem IMSSEX16MB20\FileSystem IMSSEX16MB20' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\FileSystem IMSSEX16MB20\FileSystem IMSSEX16MB20' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\Memoria IMSSEX16MB20' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\Memoria IMSSEX16MB20' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\Ping PRD IMSSEX16MB20' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\Ping PRD IMSSEX16MB20' update: '_disabledDescription' updated from 'TAS000003826377 IMSS  BRAULIO PERALTA' to 'CRQ000000150265 TAS000004214727 IMSS Alexandro Gonzalez Morales HCO INTEL'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","SNMPTrap","Pass","Prueba mensaje estado del monitor Update SiteScope/AUDIT SA-CMI/UPDATE Monitor sis5 audit log prueba/110972/matched: 2022-04-21 16:16:49 - User: GEC - Paul Alvarez. Operation performed: Monitor 'SiteScope\SERVIDORES 2016 (Correo Electronico)\IMSSEX16MB20\FileSystem IMSSEX16MB20' update: '_timedDisable' updated from '20:00:00 12/10/2021;01:00:00 12/11/2021' to '20:00:00 04/21/2022;02:00:00 04/22/2022'./4:11 PM 4/21/22","21/04/22 04:21 PM","Z_PRUEBAS: AUDIT SA-CMI",
"UPDATE Monitor sis5 audit log prueba","Mailto","Pass","hp_sa@kionetworks.com nurzua@kionetworks.com","21/04/22 04:22 PM","Z_PRUEBAS: AUDIT SA-CMI",
